PV;"Te laat";Onderwerp;"Datum PV";"Referentie kabinet";Parlementarier;Omschrijving;"Antwoord tegen";"Antwoord ontvangen";"Te behandelen door";"Doorsturen naar";"Naar Staf tegen";"Herinnering op";"Uitgeschreven op";"Datum Kabinet";Bijlagen
520;Nee;"N8 Ieper - Veurne - verkeesintensiteit en ongevallen";19-02-2014;;"Godderis-T'Jonck Danielle";;03-03-2014;;WWV;;03-03-2014;03-03-2014;03-03-2014;03-03-2014;"2014-0520.doc, 2014-0520.doc"
519;Nee;"Krigsbaan Hoboken - Overdracht";19-02-2014;;"Wienen Wim";;03-03-2014;;WA;;03-03-2014;03-03-2014;03-03-2014;03-03-2014;"2014-0519.doc, 2014-0519-aangepast.doc, 2014-0519-bijlage.pdf"
512;Nee;"Viaduct E17 Gentbrugge - lawaaihinder";18-02-2014;;"Yuksel Veli";;28-02-2014;;WOV;;28-02-2014;28-02-2014;28-02-2014;28-02-2014;"2014-0512.doc, 2014-0512-aangepastkab.doc"
505;Ja;"Audiovisuele producties - ondersteuning";17-02-2014;;"Verstreken Johan";;24-02-2014;;PCO;;01-01-1970;24-02-2014;24-02-2014;24-02-2014;"2014-0505.doc, 2014_A_PV_505_Audiovisuele producties_Ondersteuning.docx, 2014-0505-AWV.docx"
507;Ja;"Nx Stabroek - stand van zaken";17-02-2014;;"Peeters Dirk";;27-02-2014;;WA;;01-01-1970;27-02-2014;27-02-2014;27-02-2014;"2014-0507.doc, 2014-0507-AWV.doc, 2014-0507bijlage.pdf"
506;Ja;"R4 - Zuid Merelbeke - geluidswerende maatregelen";17-02-2014;;"Rzoska Björn";;28-02-2014;;WOV;;01-01-1970;28-02-2014;28-02-2014;28-02-2014;"2014-0506.doc, 2014-0506.docx"
504;Ja;"Investeringsprogramma wegen - N470 Dendermonde";13-02-2014;;"De Meyer Jos";;26-02-2014;;WOV;;01-01-1970;26-02-2014;26-02-2014;26-02-2014;"2014-0504.doc, 2014-0504.docx"
501;Ja;"Investeringsprogamma wegen - N41 Hamme";13-02-2014;;"De Meyer Jos";;26-02-2014;;WOV;;01-01-1970;26-02-2014;26-02-2014;26-02-2014;"2014-0501.doc, 2014-0501.docx"
494;Ja;"Mobiliteitsbeleid - crowdsourcing";13-02-2014;;"Roegiers Jan";;24-02-2014;;PCO;;01-01-1970;24-02-2014;24-02-2014;24-02-2014;"2014-0494.doc, 2014_A_PV_494_Mobiliteitsbeleid_Crowdsourcing.docx, 2014-0494-AWV.docx"
492;Nee;"N71 Omleidingsweg Neerpelt - stand van zaken";13-02-2014;;"Vissers Linda";;26-02-2014;;WL;;26-02-2014;26-02-2014;26-02-2014;26-02-2014;"2014-0492.doc, 2014-0492-aangepast.doc"
981;Onberekenbaar;"De evolutie van de verwijlintresten in het domein mobiliteit en openbare werken";12-02-2014;;"De Ridder Annick";;17-02-2014;;PCO;;;17-02-2014;17-02-2014;17-02-2014;2014-0981vou.docx
491;Nee;"Inritten langs gewestwegen - processen-verbaal AWV";12-02-2014;;"Peeters Lydia";;24-02-2014;;EVT;;24-02-2014;24-02-2014;24-02-2014;24-02-2014;"2014-0491.doc, 2014-0491-AWV-gec.doc"
488;Ja;"AWV en DE LIJN - afstemming werkzaamheden Gent";13-02-2014;;"Yuksel Veli";;24-02-2014;;WOV;;01-01-1970;24-02-2014;24-02-2014;24-02-2014;"2014-0488.doc, 2014-0488-AWV-gec.docx"
487;Onberekenbaar;"E313 Olen - geuidsschermen";12-02-2014;;"Smaers Griet";;24-02-2014;;WA;;;24-02-2014;24-02-2014;24-02-2014;2014-0487.doc
486;Ja;"Calamiteitenschermen - onderzoek";11-02-2014;;"Dillen Marijke";;24-02-2014;;EVT;;01-01-1970;24-02-2014;24-02-2014;24-02-2014;"2014-0486.doc, 2014-0486.doc"
459;Ja;"Vlaamse overheid - onderhoudscontracten";31-01-2014;;"Vereeck Lode";;17-02-2014;;PCO;;01-01-1970;17-02-2014;17-02-2014;17-02-2014;"2014-0459.doc, 2014_A_PV_459_Vlaamse overheid_Onderhoudscontracten_bijlage.xlsx, 2014_A_PV_459_Vlaamse overheid_Onderhoudscontracten.docx, 2014-0459-AWV.docx, 2014-0459-AWV-sjabloon.xlsx"
485;Ja;"Vrije busbaan N177 - Uitbreiding";10-02-2014;;"De Ridder Annick";;21-02-2014;;WA;;01-01-1970;21-02-2014;21-02-2014;21-02-2014;"2014-0485.docx, 2014-0485.doc"
483;Ja;"Kempische Noord-Zuidverbinding - Kostprijs";10-02-2014;;"Peeters Dirk";;21-02-2014;;WA;;01-01-1970;21-02-2014;21-02-2014;21-02-2014;"2014-0483.docx, 2014-0483.doc"
481;Ja;"Investeringsprogramma wegen - N47 Dendermonde";07-02-2014;;"De Meyer Jos";;19-02-2014;;WOV;;01-01-1970;19-02-2014;19-02-2014;19-02-2014;"2014-0481.docx, 2014-0481.docx"
479;Ja;"Investeringsprogramma wegen - N406 Dendermonde";07-02-2014;;"De Meyer Jos";;19-02-2014;;WOV;;01-01-1970;19-02-2014;19-02-2014;19-02-2014;"2014-0479.docx, 2014-0479.docx"
477;Ja;"Investeringsprogramma wegen - N41 Hamme-Temse";07-02-2014;;"De Meyer Jos";;19-02-2014;;WOV;;01-01-1970;19-02-2014;19-02-2014;19-02-2014;"2014-0477.docx, 2014-0477-aangepast.docx"
476;Ja;"Investeringsprogramma wegen - N47 Lokeren";07-02-2014;;"De Meyer Jos";;19-02-2014;;WOV;;01-01-1970;19-02-2014;19-02-2014;19-02-2014;"2014-0476.docx, 2014-0476.docx"
475;Onberekenbaar;"Dossier rekeningrijden vrachtwagens - openbare aanbesteding";06-02-2014;;"Keulen Marino";"Antwoord door via VC";18-02-2014;;EMT;;;18-02-2014;18-02-2014;18-02-2014;2014-0475.doc
474;Ja;"N78 - Dilsen-Stokkem - Verkeersveiligheid";06-02-2014;;"Peeters Lydia";;19-02-2014;;WL;;01-01-1970;19-02-2014;19-02-2014;19-02-2014;"2014-0474.doc, 2014-0474.doc"
473;Ja;"Fietspad N10 Koningshooikt - heraanleg";06-02-2014;;"Hendrickx Marc";;19-02-2014;;WA;;01-01-1970;19-02-2014;19-02-2014;19-02-2014;"2014-0473.doc, 2014-0473-aangepast.doc"
469;Ja;"Crematorium Hofheide Holsbeek - Herinrichting verkeersafwikkeling";05-02-2014;;"Eerlingen Tine";;18-02-2014;;WVB;;01-01-1970;18-02-2014;18-02-2014;18-02-2014;"2014-0469.doc, 2014-0469.doc, 2014-0469bijlage.doc"
465;Onberekenbaar;"E34 Antwerpen - eindhoven - verlichtingspalen afrit 24";04-02-2014;;"Kennes Ward";;14-02-2014;;WA;;;14-02-2014;14-02-2014;14-02-2014;2014-0465.doc
461;Onberekenbaar;"Projecten met overheidssteun - Vlaams-Brabant";03-02-2014;;"Brouwers Karin";;13-02-2014;;WVB;;;13-02-2014;13-02-2014;13-02-2014;"2014-0461.doc, 2014-0461-AWV-sjabloon.xlsx"
458;Ja;"Rooilijndecreet - gewestelijke rooilijnen (2)";31-01-2014;;"Peumans Jan";;13-02-2014;;PCO;;01-01-1970;13-02-2014;13-02-2014;13-02-2014;"2014-0458.doc, 2014_A_PV_458_Rooilijndecreet_Gewestelijke rooilijnen (2).docx, 2014-0458.docx"
454;Onberekenbaar;"Op- en afrittencomplex Hasselt Zuid - stand van zaken";31-01-2014;;"Jans Lies";;13-02-2014;;WL;;;13-02-2014;13-02-2014;13-02-2014;"2014-0454.doc, 2014-0454.doc"
452;Onberekenbaar;"Investeringsprogramma wegen - N70 Beveren";30-01-2014;;"De Meyer Jos";;12-02-2014;;WOV;;;12-02-2014;12-02-2014;12-02-2014;2014-0452.doc
451;Onberekenbaar;"Investeringsprogramma wegen - Kruispunt N70 St. Niklaas";30-01-2014;;"De Meyer Jos";;12-02-2014;;WOV;;;12-02-2014;12-02-2014;12-02-2014;"2014-0451.doc, 2014-0451.docx"
450;Onberekenbaar;"Investeringsprogramma wegen - N446 Hamme";30-01-2014;;"De Meyer Jos";;12-02-2014;;WOV;;;12-02-2014;12-02-2014;12-02-2014;"2014-0450.doc, 2014-0450.docx"
449;Onberekenbaar;"Schelde Zevergem - Schelderode - Fiets- en voetgangersbrug";30-01-2014;;"Franssen Cindy";;12-02-2014;;WOV;;;12-02-2014;12-02-2014;12-02-2014;"2014-0449.doc, 2014-0449-AWV.docx"
448;Onberekenbaar;"Investeringsprogramma wegen - N70 Sint Niklaas";30-01-2014;;"De Meyer Jos";;12-02-2014;;WOV;;;12-02-2014;12-02-2014;12-02-2014;"2014-0448.doc, 2014-0448.docx"
447;Onberekenbaar;"Investeringsprogramma wegen - Durmbrug N446 Waasmunster";30-01-2014;;"De Meyer Jos";;12-02-2014;;WOV;;;12-02-2014;12-02-2014;12-02-2014;2014-0447.doc
446;Onberekenbaar;"Kruispunt N46 - N415 Zwalm - herinrichting";30-01-2014;;"Franssen Cindy";;12-02-2014;;WOV;;;12-02-2014;12-02-2014;12-02-2014;"2014-0446.doc, 2014-0446.docx"
445;Onberekenbaar;"Parkbosbruggen Gent - stand van zaken";30-01-2014;;"Franssen Cindy";;12-02-2014;;WOV;;;12-02-2014;12-02-2014;12-02-2014;"2014-0445.doc, 2014-0445.docx"
444;Onberekenbaar;"Investeringsprogramma wegen - Geluidsschermen E17 Temse";30-01-2014;;"De Meyer Jos";;12-02-2014;;WOV;;;12-02-2014;12-02-2014;12-02-2014;"2014-0444.doc, 2014-0444.docx"
443;Onberekenbaar;"N46 - Zwalm - projecten veilige schoolomgeving";30-01-2014;;"Franssen Cindy";;12-02-2014;;WOV;;;12-02-2014;12-02-2014;12-02-2014;"2014-0443.doc, 2014-0443-AWV.docx"
442;Onberekenbaar;"Toeristische infoborden - plaatsing";30-01-2014;;"Wienen Wim";;12-02-2014;;EVT;;;12-02-2014;12-02-2014;12-02-2014;"2014-0442.doc, 2014-0442.doc"
440;Onberekenbaar;"Oude Vaartstraat Ranst - Geluidsschermen";30-01-2014;;"Van den Eynde Marleen";;12-02-2014;;WA;;;12-02-2014;12-02-2014;12-02-2014;"2014-0440.doc, 2014-0440.doc"
439;Onberekenbaar;"E19 Keizershoek Kontich - Geluidsscherm";30-01-2014;;"Van den Eynde Marleen";;12-02-2014;;WA;;;12-02-2014;12-02-2014;12-02-2014;"2014-0439.doc, 2014-0439.doc"
438;Onberekenbaar;"N444 - Merelbeke - Signalisatie staat wegdek";30-01-2014;;"Lachaert Egbert";;12-02-2014;;WOV;;;12-02-2014;12-02-2014;12-02-2014;"2014-0438.doc, 2014-0438.docx"
437;Nee;"Realisatie fietspaden - overzicht (2)";30-01-2014;;"Rzoska Björn";;12-02-2014;;PCO;;12-02-2014;12-02-2014;12-02-2014;12-02-2014;"2014-0437.doc, 2014-0437.docx"
;Onberekenbaar;"Actuele Vraag (874) Vlaanderen dat liever investeert in beton dan in slimme technologie";29-01-2014;;"Keulen Marino";;04-02-2014;;EMT;;;04-02-2014;04-02-2014;04-02-2014;"2014-0874vou.docx, 2014-0874vou-AWV.doc"
363;Onberekenbaar;"Vlaamse Overheid - Infolijn 1700";13-01-2014;;"Dillen Marijke";;24-01-2014;;PCO;;;27-01-2014;27-01-2014;03-02-2014;
436;Onberekenbaar;"R4 Zwijnaarde - Brug Brugsevaart - verlichting fietspad";29-01-2014;;"Yuksel Veli";;11-02-2014;;WOV;;;11-02-2014;11-02-2014;11-02-2014;"2014-0436.doc, 2014-0436.docx"
435;Onberekenbaar;"Kruispunt Vrijheid / Buizelstraat Hoogstraten - Zebrapad";29-01-2014;;"Huybrechts Patrick ";;11-02-2014;;WA;;;11-02-2014;11-02-2014;11-02-2014;"2014-0435.doc, 2014-0435.doc"
434;Onberekenbaar;"Lichtvisie gewestwegen - accentverlichting";29-01-2014;;"Van Rouveroij Sas";;11-02-2014;;EVT;;;11-02-2014;11-02-2014;11-02-2014;"2014-0434.doc, 2014-0434.doc"
432;Onberekenbaar;"Spartacusplan - kostprijs Lijn 1 Hasselt - Maastricht";29-01-2014;;"Jans Lies";;11-02-2014;;WL;;;11-02-2014;11-02-2014;11-02-2014;"2014-0432.doc, 2014-0432-AWV.doc"
;Onberekenbaar;"Mensensmokkel op snelwegparkings";29-01-2014;;"Verfaillie Jan";"Actuele vraag";29-01-2014;;WWV;;;29-01-2014;29-01-2014;29-01-2014;2014-actuelevraagverfaillie.doc
431;Onberekenbaar;"Toeristische borden - uitbreiding";28-01-2014;;"Keulen Marino";;10-02-2014;;EVT;;;10-02-2014;10-02-2014;10-02-2014;"2014-0431.doc, 2014-0431bis.doc"
430;Onberekenbaar;"Ghelamco Arena Gent - Bewegwijzering";28-01-2014;;"Van Rouveroij Sas";;10-02-2014;;WOV;;;10-02-2014;10-02-2014;10-02-2014;"2014-0430.doc, 2014-0430.docx"
427;Onberekenbaar;"Albertkanaal Oelegem - Flitscamera";28-01-2014;;"Schrijvers Katrien";;10-02-2014;;WA;;;10-02-2014;10-02-2014;10-02-2014;"2014-0427.doc, 2014-0427.doc"
406;Onberekenbaar;"Projecten met overheidssteun - Oost-Vlaanderen";22-01-2014;;"Taeldeman Valerie";;06-02-2014;;WOV;;;06-02-2014;06-02-2014;06-02-2014;"2014-0406.doc, 2014-0406-AWV-sjabloon.xlsx, 2014-0406-AWV-aangepast-sjabloon.xlsx"
426;Onberekenbaar;"Wetsvoorstel inzake taalgebruik bij wegsignalisatie en verkeersboodschappen - overleg";27-01-2014;;"Van den Eynde Marleen";;05-02-2014;;EVT;;;05-02-2014;05-02-2014;05-02-2014;"2014-0426.doc, 2014-0426-AWV.doc"
423;Onberekenbaar;"E17 Harelbeke Stasegem - Geluidswerende maatregelen";27-01-2014;;"De Coene Philippe";;07-02-2014;;WWV;;;07-02-2014;07-02-2014;07-02-2014;"2014-0423.doc, 2014-0423.doc"
422;Onberekenbaar;"Aanleg fietspaden";27-01-2014;;"Rzoska Björn";;07-02-2014;;PCO;;;07-02-2014;07-02-2014;07-02-2014;"2014-0422.doc, 2014_A_PV_422_Aanleg fietspaden_Procedure en doorlooptijden dossiers.docx, 2014-0422-AWV-gec.docx"
416;Onberekenbaar;"R40 Gent - Afstemming verkeerslichten ";24-01-2014;;"Yuksel Veli";;05-02-2014;;WOV;;;05-02-2014;05-02-2014;05-02-2014;"2014-0416.docx, 2014-0416.docx"
412;Onberekenbaar;"Investeringsprogramma wegen - N455 Leemweg Sint Laureins";23-01-2014;;"Franssen Cindy";;05-02-2014;;WOV;;;05-02-2014;05-02-2014;05-02-2014;"2014-0412.doc, 2014-0412.docx"
409;Onberekenbaar;"Investeringsprogramma wegen - N455 - Vlamingstraat Sint Laureins";23-01-2014;;"Franssen Cindy";;05-02-2014;;WOV;;;05-02-2014;05-02-2014;05-02-2014;"2014-0409.doc, 2014-0409.docx"
408;Onberekenbaar;"Fietspad N118 - Arendonk - Ravels - Weigering bouwvergunning";23-01-2014;;"Kennes Ward";;05-02-2014;;WA;;;05-02-2014;05-02-2014;05-02-2014;"2014-0408.doc, 2014-0408.doc"
407;Onberekenbaar;"E314 - E34 Tuinwijk Borgerhout - Geluidsschermen";23-01-2014;;"Homans Liesbeth";;05-02-2014;;WA;;;05-02-2014;05-02-2014;05-02-2014;"2014-0407.doc, 2014-0407aangepast.doc"
400;Onberekenbaar;"UZ Brussel - mobiliteitsproblemen";22-01-2014;;"Segers Willy";;03-02-2014;;WVB;;;03-02-2014;03-02-2014;03-02-2014;"2014-0400.doc, 2014-0400-AWV.doc"
405;Onberekenbaar;"Kruispunt Ninoofsesteenweg / Kleemstraat Lennik - Richtinverandering";22-01-2014;;"Reekmans Peter";;04-02-2014;;WVB;;;04-02-2014;04-02-2014;04-02-2014;"2014-0405.doc, 2014-0405.doc"
404;Onberekenbaar;"N465 - Melle - Oversteekplaatsen";22-01-2014;;"Roegiers Jan";;04-02-2014;;WOV;;;04-02-2014;04-02-2014;04-02-2014;"2014-0404.doc, 2014-0404.docx"
401;Onberekenbaar;"N118 - Arendonk Ravels - aanleg fietspad";22-01-2014;;"Reekmans Peter";;04-02-2014;;WA;;;04-02-2014;04-02-2014;04-02-2014;"2014-0401.doc, 2014-0401.doc"
398;Onberekenbaar;"Kruispunt Desguinlei-Van Rijswycklaan Antwerpen - Geluidssignalen voor blinden en slechtzienden";22-01-2014;;"De Gucht Jean-Jacques";;04-02-2014;;WA;;;04-02-2014;04-02-2014;04-02-2014;"2014-0398.doc, 2014-0398.doc"
397;Onberekenbaar;"Verhoging brug Houtlaan Wijnegem - Flankerende maatregelen";21-01-2014;;"Dillen Marijke";;03-02-2014;;WA;;;03-02-2014;03-02-2014;03-02-2014;2014-0397.doc
396;Onberekenbaar;"N121 - Schilde - 's Gravenwezel - Gevaarlijke bocht";21-01-2014;;"Dillen Marijke";;03-02-2014;;WA;;;03-02-2014;03-02-2014;03-02-2014;"2014-0396.doc, 2014-0396.doc"
395;Onberekenbaar;"De Lijn - ontsluiting Noordoost - Limburg en Maasland";21-01-2014;;"Peeters Lydia";;03-02-2014;;WL;;;03-02-2014;03-02-2014;03-02-2014;"2014-0395.doc, 2014-0395-AWV.doc"
393;Onberekenbaar;"Werken ringweg Tienen - Stand van zaken";20-01-2014;;"Reekmans Peter";;03-02-2014;;WVB;;;03-02-2014;03-02-2014;03-02-2014;"2014-0393.doc, 2014-0393.doc"
392;Onberekenbaar;"Insleuving R4 Rieme - Financiering en timing";17-01-2014;;"Van Volcem Mercedes";;03-02-2014;;WOV;;;03-02-2014;03-02-2014;03-02-2014;"2014-0392.doc, 2014-0392.docx"
391;Onberekenbaar;"Aanleg fietspad Herentals - Grobbendonk - stand van zaken";17-01-2014;;"Rzoska Björn";;03-02-2014;;WA;;;03-02-2014;03-02-2014;03-02-2014;"2014-0391.doc, 2014-0391.doc"
390;Onberekenbaar;"Vlaams Infrastructuurfonds en AWV - Verkoop onroerende goederen";17-01-2014;;"Vereeck Lode";;07-02-2014;;PCO;;;07-02-2014;07-02-2014;07-02-2014;"2014-0390.doc, 2014-0390bis.doc"
386;Onberekenbaar;"Praatpalen - gebruik";16-01-2014;;"D'Hulster Steve";;31-01-2014;;EMT;;;31-01-2014;31-01-2014;31-01-2014;"2014-0386.doc, 2014-0386.doc"
384;Onberekenbaar;"Kruispunten gewestwegen - wobblers aan verkeerslichten";16-01-2014;;"Reekmans Peter";;31-01-2014;;EVT;;;31-01-2014;31-01-2014;31-01-2014;"2014-0384.doc, 2014-0384.doc"
379;Onberekenbaar;"Carpoolparkings - elektrische laadpalen";16-01-2014;;"Vandaele Wilfried";;31-01-2014;;EVT;;;31-01-2014;31-01-2014;31-01-2014;"2014-0379.doc, 2014-0379.doc"
377;Onberekenbaar;"Gewestwegen - Overdrachten";15-01-2014;;"Bothuyne Robrecht";;28-01-2014;;PCO;;;28-01-2014;28-01-2014;28-01-2014;"2014-0377.doc, 2014-0377-AWV.docx"
376;Onberekenbaar;"Autosnelwegparkings - Mensensmokkel";15-01-2014;;"Tommelein Bart";;28-01-2014;;PCO;;;28-01-2014;28-01-2014;28-01-2014;"2014-0376.doc, 2014-0376-AWV.docx, 2014-0376-AWV-bijlage.xlsx"
374;Onberekenbaar;"Brusselse Ring - reclameborden";15-01-2014;;"Van Hauthem Joris";;28-01-2014;;WVB;;;28-01-2014;28-01-2014;28-01-2014;"2014-0374.doc, 2014-0374.doc"
373;Onberekenbaar;"Verkeerswisselaar Zaventem - Verlichting";15-01-2014;;"Van Hauthem Joris";;28-01-2014;;WVB;;;28-01-2014;28-01-2014;28-01-2014;"2014-0373.doc, 2014-0373.doc"
371;Onberekenbaar;"Antwerpse Ring - Geluidsschermen";15-01-2014;;"Bastiaens Caroline";;28-01-2014;;WA;;;28-01-2014;28-01-2014;28-01-2014;2014-0371.doc
;Onberekenbaar;"Filecijfers Touring";15-01-2014;;"Keulen Marino";;15-01-2014;;Stafdienst;;;15-01-2014;15-01-2014;15-01-2014;"2014-actuelevraagkeulenfilecijferstouring.doc, 2014-actuelevraagkeulen.doc"
368;Onberekenbaar;"Heraanleg weginfrastructuur - richtlijnen";14-01-2014;;"Keulen Marino";;28-01-2014;;EVT;;;28-01-2014;28-01-2014;28-01-2014;"2014-0368.doc, 2014-0368-AWV.doc"
367;Onberekenbaar;"Gewestwegen - verkeerslichten";14-01-2014;;"Keulen Marino";;28-01-2014;;EVT;;;28-01-2014;28-01-2014;28-01-2014;"2014-0367.doc, 2014-0367.doc"
366;Onberekenbaar;"Verkeesagressie - oorzaken";14-01-2014;;"Keulen Marino";"Niet voor AWV - Wel BMV";28-01-2014;;EVT;;;28-01-2014;28-01-2014;28-01-2014;2014-0366.doc
365;Onberekenbaar;"Verkeerslichten - afstelling";14-01-2014;;"Keulen Marino";;28-01-2014;;EVT;;;28-01-2014;28-01-2014;28-01-2014;"2014-0365.doc, 2014-0365.doc"
364;Onberekenbaar;"Brusselse Ring - reclameborden";14-01-2014;;"Reekmans Peter";;28-01-2014;;WVB;;;28-01-2014;28-01-2014;28-01-2014;"2014-0364.doc, 2014-0364.doc"
334;Onberekenbaar;"Horizontaal Gelijkekansenbeleid - Financiering";07-01-2014;;"Brusseel Ann";;17-01-2014;;PCO;;;17-01-2014;17-01-2014;17-01-2014;"2014-0334.doc, 2014-0334.docx"
354;Onberekenbaar;"Investeringsprogramma wegen - Vrijliggende fietspaden N41 Hamme";10-01-2014;;"Meremans Manus";;22-01-2014;;WOV;;;22-01-2014;22-01-2014;22-01-2014;"2014-0354.docx, 2014-0354.docx"
353;Onberekenbaar;"Brugse ring Bloedpunt-Gentpoort - Verkeersstudie";10-01-2014;;"Van Volcem Mercedes";;22-01-2014;;WWV;;;22-01-2014;22-01-2014;22-01-2014;"2014-0353.docx, 2014-0353.doc"
351;Onberekenbaar;"Wegsignalisatie - onderhoud";09-01-2014;;"Huybrechts Patrick ";;22-01-2014;;PCO;;;22-01-2014;22-01-2014;22-01-2014;"2014-0351.doc, 2014-0351.docx"
350;Onberekenbaar;"Pechstrook - oneigenlijk gebruik";09-01-2014;;"Huybrechts Patrick ";;22-01-2014;;EVT;;;22-01-2014;22-01-2014;22-01-2014;"2014-0350.doc, 2014-0350-aangepast.doc"
349;Onberekenbaar;"N12 Turnhoutsebaan Antwerpen - Turnhout - heraanleg";09-01-2014;;"Dillen Marijke";;22-01-2014;;WA;;;22-01-2014;22-01-2014;22-01-2014;"2014-0349.doc, 2014-0349-aangepast.doc"
348;Onberekenbaar;"Park & Ride-parkings - stand van zaken";09-01-2014;;"Dillen Marijke";;22-01-2014;;EVT;;;22-01-2014;22-01-2014;22-01-2014;"2014-0348.doc, 2014-0348-gec.doc"
338;Onberekenbaar;"Pechstrook - oneigenlijk gebruik";07-01-2014;;"D'Hulster Steve";;20-01-2014;;EVT;;;20-01-2014;20-01-2014;20-01-2014;"2014-0338.doc, 2014-0338-aangepast.doc"
336;Onberekenbaar;"Brusselse Ring - Bewegwijzering afrit Woluwe";07-01-2014;;"Van Eyken Christian";;20-01-2014;;WVB;;;20-01-2014;20-01-2014;20-01-2014;"2014-0336.doc, 2014-0336.doc"
335;Onberekenbaar;"R4 Kennedylaan Zelzate - Gent - aanduiding ""Desteldonk""";07-01-2014;;"Van Rouveroij Sas";;20-01-2014;;WOV;;;20-01-2014;20-01-2014;20-01-2014;"2014-0335.doc, 2014-0335.docx"
327;Onberekenbaar;"START-project - Zaventem - stand van zaken";02-01-2014;;"Reekmans Peter";;14-01-2014;;WVB;;;14-01-2014;14-01-2014;14-01-2014;2014-0327.doc
325;Onberekenbaar;"N8 Ieper - Veurne - schorsing GRUP";02-01-2014;;"Van Volcem Mercedes";;14-01-2014;;WWV;;;14-01-2014;14-01-2014;14-01-2014;2014-0325.doc
323;Onberekenbaar;"Kruispunt N2 Winksele - Werking verkeerslichten";24-12-2013;;"Reekmans Peter";;14-01-2014;;WVB;;;14-01-2014;14-01-2014;14-01-2014;
318;Onberekenbaar;"N42 Oosterzele - Verlichting";20-12-2013;;"Lachaert Egbert";;15-01-2014;;WOV;;;15-01-2014;15-01-2014;15-01-2014;"2014-0318.doc, 2014-0318.docx"
317;Onberekenbaar;"Kruispunten A12 - Ongevallen";20-12-2013;;"De Kort Dirk";;15-01-2014;;WA;;;15-01-2014;15-01-2014;15-01-2014;"2014-0317.doc, 2014-0317-2e aanpassing.doc, PV317-bijlage.msg"
316;Onberekenbaar;"Investeringsprogramma wegen - N457 Maarkedal";20-12-2013;;"Franssen Cindy";;15-01-2014;;WOV;;;15-01-2014;15-01-2014;15-01-2014;"2014-0316.doc, 2014-0316.docx"
313;Onberekenbaar;"N12 - Turnhoutsebaan Deurne - Verkeersveiligheid";20-12-2013;;"Vogels Mieke";;15-01-2014;;WOV;;;15-01-2014;15-01-2014;15-01-2014;"2014-0313.doc, 2014-0313.doc"
310;Onberekenbaar;"Gewestwegen stad Antwerpen - Fietsveiligheid";19-12-2013;;"Vogels Mieke";;16-01-2014;;WA;;;16-01-2014;16-01-2014;16-01-2014;"2014-0310.docx, 2014-0310-aangepast.doc, 2014-0310bijlage.xlsx"
309;Onberekenbaar;"Gewestwegen - Graffitischade";19-12-2013;;"Wienen Wim";;16-01-2014;;PCO;;;16-01-2014;16-01-2014;16-01-2014;"2014-0309.docx, 2014-0309-aangepast.docx"
308;Onberekenbaar;"Schade aan gewestwegen - Aansprakelijkheid en kostprijs";19-12-2013;;"Wienen Wim";;16-01-2014;;PCO;;;16-01-2014;16-01-2014;16-01-2014;"2014-0308.docx, 2014-0308.docx"
306;Onberekenbaar;"Krijgsbaan Hoboken - Herstelling - Overdracht";18-12-2013;;"Wienen Wim";;10-01-2014;;WA;;;10-01-2014;10-01-2014;10-01-2014;"2014-0306.doc, 2014-0306aangepast.doc, 2014-0306-2e aanpassing.doc"
305;Onberekenbaar;"Ghelamco Arena Gent - Verkeesafwikkeling";18-12-2013;;"Roegiers Jan";;10-01-2014;;WOV;;;10-01-2014;10-01-2014;10-01-2014;"2014-0305.doc, 2014-0305.docx"
303;Onberekenbaar;"Luchtkwaliteitsplan Uitvoering";18-12-2013;;"Sanctorum Hermes";;10-01-2014;;PCO;;;10-01-2014;10-01-2014;10-01-2014;"2014-0303.doc, 2014-0303.docx"
302;Onberekenbaar;"Vlaamse overheid - Digitale verwerking bouw- en ontwerpplannen";13-12-2013;;"Van Mechelen Dirk";;03-01-2014;;PCO;;;03-01-2014;03-01-2014;03-01-2014;"2014-0302.docx, 2014-0302-AWV.docx"
301;Onberekenbaar;"Tweede Scheldebrug Wetteren : Stand van zaken";13-12-2013;;"Van Malderen Bart";;03-01-2014;;WOV;;;03-01-2014;03-01-2014;03-01-2014;"2014-0301.docx, 2014-0301gecoÃ¶rdineerd.docx"
299;Onberekenbaar;"Rooilijndecreet - Gewestelijke rooilijnen";13-12-2013;;"Peumans Jan";;03-01-2014;;PCO;;;03-01-2014;03-01-2014;03-01-2014;"2014-0299.docx, 2014-0299.docx"
296;Onberekenbaar;"E40 Nevele - Bermbrug";12-12-2013;;"Franssen Cindy";;24-12-2013;;WOV;;;24-12-2013;24-12-2013;24-12-2013;"2014-0296.docx, 2014-0296.docx"
294;Onberekenbaar;"Omleidingsweg N14 Zoersel - Stand van zaken";11-12-2013;;"Diependaele Matthias";;23-12-2013;;WA;;;23-12-2013;23-12-2013;23-12-2013;"2014-0294.doc, 2014-0294.doc, 2014-0294aangepast-ter.doc"
292;Onberekenbaar;"Gewest- en autosnelwegen - structureel onderhoud";11-12-2013;;"Yuksel Veli";;23-12-2013;;PCO;;;23-12-2013;23-12-2013;23-12-2013;"2014-0292.doc, 2014-0292.docx"
291;Onberekenbaar;"Verkeerslichten gewestwegen - LED";11-12-2013;;"Yuksel Veli";;23-12-2013;;EVT;;;23-12-2013;23-12-2013;23-12-2013;"2014-0291.doc, 2014-0291.doc"
